timestamp,address,storage-name,node,vserver,lif-address,volume,share,windows-user,session-id,connection-id,path
20231030044000,10.10.1.179,fsxn01,FsxId0e2af8012c0450738,psvm01,10.10.10.222,cifsvol01,cifsvol01,CIFSSERVER01\user01,7.940409093007611e+17,935060883,file0001.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0009.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0008.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0007.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0006.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0005.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0004.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0003.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0002.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0001.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0053.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0052.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol02,vol02,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0010.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0051.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0049.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0048.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0047.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0046.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0045.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0044.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0043.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0042.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0041.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0040.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0039.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0050.log
20231030044000,10.10.1.179,fsxn02,FsxId09584a266814fe6c2,ssvm01,10.10.10.152,vol01,vol01,CIFSSERVER02\user01,1.0913629272002267e+19,2383479903,file0038.log
